-0.002414	0.006335	0.000413	-0.000193	-0.005307	0.001086	-0.001741	0.002634	9.215684E-6	0.002499	0.004586	0.004586	0.005259	-0.005509	-0.004904	-5.8084E-5	-0.003692	0.005999	0.008893	-0.006923	-0.002885	-0.002279	0.000951	0.00398	0.001894	-0.000866	-0.005779	0.002567	-0.000731	0.005191	0.002365	0.008825	0.000211	0.001086	-0.007192	-0.004096	0.000548	-0.003961	-5.8084E-5	-0.00275	-0.000866	0.002163	0.009162	0.012863	0.007883	-0.00524	-0.003558	-0.005375	-0.000798	0.001355	0.001086	-0.001808	-0.005307	-0.001	0.005999	0.004586	0.001153	0.000278	0.001153	-0.005644	0.008624	0.001153	-0.002077	-0.004904	0.002567	-0.002952	0.00048	7.651537E-5	-5.8084E-5	-0.000395	-0.002414	0.000211	-0.00625	0.004316	0.000951	0.000817	-0.001135	0.000211	-0.001135	-0.000866
-0.000327	-0.00275	-0.002548	-0.006452	-0.005106	-0.002615	0.000548	-0.008605	-0.003558	-0.001875	0.003845	-0.006788	0.001423	-0.004365	-0.001068	-0.001135	0.000346	0.002903	0.000951	0.000413	-0.004231	-0.005711	0.009566	0.001894	-0.002077	0.00822	-0.00625	-0.002077	-0.004231	0.002903	0.000615	0.001624	0.002365	-0.001942	0.001423	-0.000596	-0.000798	0.006672	0.00721	-0.00598	-0.006115	0.008556	0.011921	0.006133	0.001086	0.00297	0.005999	-0.004029	0.000615	-0.005307	9.215684E-6	-0.004634	-0.001808	-0.001135	-0.000395	0.013065	-0.002212	0.002163	-0.000664	-0.003423	-0.003356	0.002903	0.001826	-0.001875	0.001759	-0.000395	-0.004029	0.001826	-0.001269	-0.002615	-0.002212	0.000346	0.000346	0.002096	0.000884	-0.002548	-0.000327	-0.004096	0.001557	0.001019
0.004384	0.006268	0.000682	-0.000798	-0.000596	-0.000933	0.006268	-0.005375	-0.009076	-0.000327	-0.000933	-0.003019	0.003711	0.001019	-0.000933	0.003172	0.002432	0.003441	-0.007663	-0.002683	-0.003019	-0.00026	-0.001808	0.006335	0.00048	0.0097	-0.000193	-0.003894	0.000548	-0.002548	0.000615	-0.00026	-0.005106	-0.004029	-0.002683	0.002634	-0.005173	0.006066	0.004249	-0.0045	0.000278	0.007883	0.007816	0.001557	-0.00349	0.004586	0.004249	-0.001068	0.004518	-0.00376	0.005124	-0.003692	0.003845	0.00048	-0.003894	0.005932	-0.000596	0.001288	0.001759	-0.003154	0.000817	0.001557	0.009633	0.002903	-0.000933	0.002297	-0.004163	-0.001337	0.006941	-0.008201	-0.002615	0.000817	0.000413	0.005595	0.004518	-0.001337	-0.002212	-0.008067	0.004384	0.003509
0.002769	0.009364	0.001692	0.004182	-0.001673	0.002567	-0.008201	0.000951	-0.009547	-0.001269	0.006874	0.008085	0.000346	-0.006519	-0.002615	0.002701	0.001288	0.003576	-0.003019	-0.006923	-0.000731	0.005797	-0.007663	0.003845	9.215684E-6	0.002701	0.000615	-0.002212	-0.00026	-0.004096	0.00297	0.008691	-0.004904	-0.001673	-0.009076	-0.001606	-0.001808	0.00472	0.003172	0.003778	0.005191	-0.001269	0.007951	0.006941	0.004922	-0.001135	-0.001741	-0.005779	-0.003961	0.005259	0.004518	-0.001	0.006335	0.004989	-0.003019	-0.005846	0.006806	0.003576	0.000278	0.002028	-0.001942	-0.002144	0.002499	0.002432	-0.003423	-0.005442	-0.001135	0.001826	0.002096	0.001692	0.00149	-0.004769	-0.005173	-0.000327	0.007008	0.002163	-0.003625	0.001153	-0.000327	0.00546
0.003509	0.003509	0.007412	0.00149	-0.003356	0.000413	-0.005711	-0.001808	0.009364	0.002769	0.005932	0.004922	0.00075	-0.000327	-0.004702	-0.002952	0.004653	-0.000125	0.001355	0.001086	0.002163	-0.002279	0.003307	0.001423	-0.002481	0.003172	7.651537E-5	0.000413	-0.001404	0.004451	0.002499	0.002163	0.003172	-0.001202	-0.005779	-0.003356	-0.001068	0.000413	0.007278	-0.000125	0.00297	0.000884	0.006672	0.008152	0.006605	0.000951	-0.005442	-0.000125	-0.005442	0.001624	-0.002615	-0.005711	-0.000596	0.001557	-0.004769	-0.004433	0.008624	0.006874	0.000144	0.004855	-0.007798	-0.001741	0.003172	-0.001135	0.002365	-0.007125	0.003374	0.005864	0.00721	-0.002144	0.003374	-0.005375	0.001624	-0.007528	0.005259	-0.000125	-0.001808	-0.001606	-0.00026	0.003711
0.004316	0.004586	0.008422	0.004384	-0.003288	-0.002346	0.004989	0.002499	0.003778	0.001086	0.003913	-0.002817	-0.001337	0.002096	7.651537E-5	-0.007663	0.005057	-0.00376	0.004316	0.005191	0.003576	-0.011768	0.004384	0.005999	-0.004904	0.005326	0.005595	-0.001539	0.000278	0.005191	-0.003692	-0.003692	-0.002817	-0.002952	-0.000193	0.003778	-0.006855	-0.002481	-0.00598	-0.00275	0.001423	0.001557	0.00075	-0.001337	-0.001135	0.002096	-0.008807	0.003038	0.000346	-0.006923	0.002096	0.002634	-0.004836	-0.002144	0.001423	-0.003423	0.005932	-0.000866	0.00324	-0.002212	-0.002346	0.001961	0.00472	-0.001135	0.003307	0.000278	0.004922	-0.00026	0.009095	-0.006384	0.002297	0.002769	0.004787	0.004182	0.001894	0.000951	0.000144	-0.009682	-0.000462	-0.002885
0.000817	0.001086	0.001355	0.003038	-5.8084E-5	0.000346	-0.00201	0.005595	-0.009144	0.000817	0.003913	0.003307	-0.005442	-5.8084E-5	-0.001337	-0.00524	0.002365	-0.003827	0.007345	0.004114	-0.001875	-0.00625	-0.006586	0.001423	-0.007932	-0.002346	0.00075	-0.001673	-0.000866	0.003105	-0.001673	-0.002279	-0.009211	-0.008201	0.002432	-0.002952	-0.002683	0.00472	-0.004231	-0.001068	0.003643	-0.000664	0.003913	-0.001942	-0.001741	0.000884	-0.0045	-0.004096	0.00048	-0.004365	0.005191	0.005124	0.001288	-0.002279	0.00075	-0.005913	-0.001269	0.001019	-0.000395	-0.006586	9.215684E-6	-0.001606	0.000211	-0.000327	0.000548	0.003038	7.651537E-5	0.008489	7.651537E-5	0.000951	0.000615	-0.001202	-0.000395	0.010643	-0.007259	0.001557	9.215684E-6	-0.004029	-0.001269	-0.001471
0.003778	-0.004567	0.004249	-0.007125	0.003643	0.001288	-5.8084E-5	-0.000664	-0.000798	0.004989	0.001355	0.007614	-0.001875	0.004182	0.00048	0.000413	0.004787	-0.000395	0.00573	0.003711	-0.001135	-0.003221	-0.002548	-0.001404	-0.000125	-0.002481	0.001019	0.001894	-0.000798	0.000548	-0.001202	-0.000327	-0.001606	-0.00201	-0.001269	-0.006048	0.000278	0.004518	-5.8084E-5	-0.003625	0.005595	0.004922	0.00573	0.002769	0.000548	0.000548	-0.002615	-0.003019	0.006201	0.00149	0.003105	-0.001471	0.002297	-0.006182	-0.000395	-0.001539	0.002701	0.001961	0.001557	-0.004298	-0.003288	-0.00524	-0.000193	-0.000798	0.002634	0.003307	-0.002279	0.008287	0.00223	0.002634	-0.002346	-0.005442	-0.001741	-0.001202	-0.006317	-0.005038	-0.000798	-0.008403	-0.001741	0.004182
0.002836	-0.001808	0.003038	-0.001202	0.002769	-0.005509	0.001759	-0.005375	-0.007798	-0.002279	0.006672	0.002567	-0.000125	-0.002279	0.00647	-0.005106	-0.001539	-0.001404	0.000884	0.00324	-0.006519	-0.009547	0.007008	0.002096	0.001086	0.004384	0.001961	-0.004971	0.002096	-0.000731	-0.003154	0.002701	0.001961	0.002903	0.007547	0.003845	-0.001135	0.003038	-0.003221	-0.001606	0.002634	-0.001875	0.001086	0.006335	-0.008403	-0.001741	-0.000664	-0.004029	-0.004433	0.002567	0.003711	0.001355	0.001759	0.000817	0.00647	-0.000596	0.007143	-0.000462	0.007614	-0.001539	0.002365	0.001759	-0.001808	0.000278	0.002297	0.005191	-0.001606	-0.003625	-0.000529	0.003374	-0.000664	0.002096	-0.008201	-0.001539	0.000817	-0.00201	0.002701	-0.00598	-0.000395	0.002163
-0.007326	0.00398	0.005326	0.004855	0.000346	-0.002414	0.004316	-0.00201	-0.006384	-0.003625	0.003643	0.010844	0.001557	-0.001202	-0.001202	-0.007057	-0.002414	-0.000664	-0.003894	-0.001875	-0.00598	-0.00376	0.001019	-0.000798	-0.00625	0.002163	0.003038	-0.007865	0.002297	0.001288	0.003643	0.004451	-5.8084E-5	-0.002952	0.008018	-0.00275	-0.003423	0.00297	0.005057	0.000884	-0.001068	-0.004029	-0.00026	0.009364	9.215684E-6	0.009902	-0.004298	-0.007596	-0.006182	-0.001606	0.005662	0.00324	0.002701	0.002903	0.005528	-0.000395	0.001826	0.003778	0.006403	-0.001202	0.00896	0.002163	0.000951	-0.001606	0.002096	0.001153	0.001961	0.00472	0.00398	0.003441	0.003778	0.005797	-0.00376	0.008758	-0.001471	0.006806	0.006874	0.003711	0.009095	0.00048
